id_cliente,nombre,apellidos,sexo,edad,ciudad,provincia,codigo_postal,fecha_alta,socio,tipo_cliente
280,Daniel,Ruiz Romero,Mujer,73,Málaga,Málaga,46397,2024-03-07,True,Normal
281,Sofía,Moreno Fernández,Hombre,27,Salamanca,Salamanca,14233,2022-05-05,False,Ocasional
282,Ana,Fernández García,Hombre,33,Vigo,Pontevedra,46669,2023-09-11,True,Normal
283,Carlos,López Díaz,Hombre,33,Logroño,La Rioja,25484,2022-09-02,True,Normal
284,Marta,Ruiz Ruiz,Hombre,71,Oviedo,Asturias,26068,2024-04-27,False,Frecuente
285,Álvaro,Fernández Vázquez,Hombre,48,Barcelona,Barcelona,01191,2023-03-26,True,Normal
286,Miguel,Muñoz Vázquez,Mujer,59,Logroño,La Rioja,26074,2024-07-18,False,Frecuente
287,Iván,Muñoz Torres,Mujer,42,Valladolid,Valladolid,05917,2023-06-04,True,Normal
288,Marta,Vázquez Martín,Hombre,30,Barcelona,Barcelona,39599,2022-12-28,True,Normal
289,Sergio,López Romero,Hombre,23,Salamanca,Salamanca,26832,2022-01-08,True,Normal
290,Jorge,Gómez Martín,Hombre,61,Zaragoza,Zaragoza,43928,2023-04-23,False,Normal
291,Lucía,Álvarez Torres,Mujer,26,Murcia,Murcia,21706,2023-05-10,False,Frecuente
292,Carlos,Ortega Moreno,Hombre,62,Valladolid,Valladolid,14682,2024-04-12,False,Frecuente
293,Sofía,Torres Martín,Hombre,53,Alicante,Alicante,27762,2024-11-28,True,Ocasional
294,Paula,Moreno Álvarez,Mujer,73,Burgos,Burgos,24383,2023-08-16,True,Normal
295,Sergio,Navarro Martínez,Mujer,60,Salamanca,Salamanca,28796,2022-07-06,True,Frecuente
296,Claudia,Moreno García,Hombre,37,Logroño,La Rioja,24666,2024-01-24,True,Normal
297,Julia,Romero García,Hombre,35,Oviedo,Asturias,26662,2022-04-03,False,Normal
298,Laura,Ruiz Castro,Hombre,75,Bilbao,Bizkaia,46159,2022-03-27,True,Normal
299,Marta,Gómez Navarro,Mujer,60,A Coruña,A Coruña,35642,2024-12-03,False,Normal
300,Álvaro,Ortega Álvarez,Hombre,74,Santander,Cantabria,42830,2022-05-17,False,Frecuente
301,Ana,Sánchez Navarro,Hombre,38,Barcelona,Barcelona,38531,2023-02-25,True,Frecuente
302,Sergio,García Sánchez,Hombre,21,Santander,Cantabria,11234,2022-03-15,False,Normal
303,Daniel,Torres Jiménez,Mujer,67,Bilbao,Bizkaia,10221,2022-06-20,True,Normal
304,María,López Fernández,Mujer,50,Gijón,Asturias,12410,2022-06-19,True,Normal
305,Daniel,Muñoz Vázquez,Hombre,44,Pamplona,Navarra,15519,2024-05-21,True,Normal
306,Miguel,Álvarez Pérez,Hombre,24,Barcelona,Barcelona,02051,2022-11-18,True,Ocasional
307,Julia,Vázquez Jiménez,Mujer,23,León,León,45993,2023-04-01,True,Normal
308,Carlos,Martínez García,Mujer,80,Logroño,La Rioja,10765,2024-08-01,True,Normal
309,María,Vázquez Jiménez,Mujer,32,Málaga,Málaga,12382,2024-02-29,True,Normal
310,David,Sánchez Navarro,Mujer,35,Bilbao,Bizkaia,13580,2023-09-05,True,Normal
311,Marta,Navarro Muñoz,Mujer,49,Zaragoza,Zaragoza,33323,2024-06-07,False,Normal
312,Laura,García Jiménez,Mujer,73,Madrid,Madrid,45757,2022-12-15,False,Frecuente
313,Sofía,Álvarez Muñoz,Mujer,28,Murcia,Murcia,12939,2022-01-10,True,Frecuente
314,Ana,Romero Jiménez,Mujer,37,Vigo,Pontevedra,52257,2024-01-10,True,Ocasional
315,Claudia,Jiménez Díaz,Mujer,41,Sevilla,Sevilla,30964,2023-10-29,False,Ocasional
316,Sofía,Romero Martínez,Hombre,32,León,León,01307,2023-06-30,True,Normal
317,Carmen,Torres Fernández,Hombre,65,Santander,Cantabria,04359,2022-05-09,False,Normal
318,María,Martínez Pérez,Hombre,24,Zaragoza,Zaragoza,30648,2023-08-24,True,Frecuente
319,Marta,Moreno Álvarez,Mujer,38,Burgos,Burgos,36944,2023-08-28,True,Frecuente
320,Pablo,Sánchez Martínez,Hombre,59,Valencia,Valencia,35019,2022-11-23,True,Normal
321,Iván,Sánchez Pérez,Mujer,43,Bilbao,Bizkaia,39134,2024-09-06,True,Normal
322,Andrea,Díaz Castro,Mujer,61,Murcia,Murcia,28323,2023-02-08,False,Normal
323,Laura,Pérez Pérez,Hombre,73,Logroño,La Rioja,51669,2023-09-21,True,Normal
324,Rubén,Gómez Fernández,Mujer,31,Santander,Cantabria,07226,2023-12-19,False,Normal
325,Andrea,Álvarez Vázquez,Hombre,74,Málaga,Málaga,22689,2024-11-06,False,Ocasional
326,Julia,Díaz Muñoz,Hombre,54,Barcelona,Barcelona,31971,2022-10-01,True,Normal
327,Lucía,Muñoz Jiménez,Hombre,75,Bilbao,Bizkaia,26954,2023-11-16,False,Normal
328,Claudia,Fernández Castro,Mujer,38,Bilbao,Bizkaia,25423,2022-04-26,True,Normal
329,Paula,Gómez Muñoz,Hombre,35,Málaga,Málaga,31391,2024-05-10,True,Normal
330,Lucía,Ortega Díaz,Mujer,22,Vigo,Pontevedra,15330,2023-11-24,False,Normal
331,Daniel,Martínez García,Hombre,20,Logroño,La Rioja,05891,2022-11-20,True,Normal
332,María,Martín Gómez,Hombre,40,Pamplona,Navarra,05992,2024-08-18,True,Normal
333,Laura,Ortega Romero,Hombre,43,Zaragoza,Zaragoza,02961,2022-04-24,True,Frecuente
334,Elena,Castro García,Mujer,54,Gijón,Asturias,13497,2024-12-17,True,Frecuente
335,Miguel,Muñoz Moreno,Mujer,41,Valencia,Valencia,33551,2022-06-03,False,Frecuente
336,Elena,Álvarez Gómez,Mujer,66,Madrid,Madrid,11848,2022-11-11,False,Frecuente
337,Sofía,Ruiz Romero,Hombre,36,Oviedo,Asturias,14255,2024-11-30,False,Ocasional
338,Carlos,Díaz Castro,Hombre,68,Barcelona,Barcelona,05567,2022-04-15,False,Normal
339,Iván,Fernández García,Mujer,42,Sevilla,Sevilla,49847,2022-12-20,True,Normal
340,Marta,Jiménez Torres,Mujer,38,Oviedo,Asturias,40281,2024-10-12,True,Frecuente
341,Rubén,Torres Torres,Mujer,29,Valencia,Valencia,49003,2024-01-03,True,Normal
342,Carmen,López López,Mujer,74,Sevilla,Sevilla,21389,2023-12-10,True,Normal
343,Miguel,Pérez Moreno,Mujer,78,Madrid,Madrid,45523,2023-10-13,True,Frecuente
344,Laura,Sánchez Pérez,Mujer,58,Madrid,Madrid,44919,2024-04-03,False,Normal
345,Julia,Sánchez Díaz,Hombre,50,Vigo,Pontevedra,17567,2024-08-04,True,Normal
346,Pablo,Romero López,Mujer,67,A Coruña,A Coruña,04358,2023-10-23,True,Normal
347,David,Torres Martín,Hombre,70,Salamanca,Salamanca,23999,2022-04-09,True,Normal
348,Alejandro,Jiménez Álvarez,Hombre,21,Valladolid,Valladolid,43358,2023-08-11,False,Frecuente
349,Iván,López Álvarez,Mujer,80,Burgos,Burgos,11988,2022-10-09,False,Normal
350,Sofía,Ortega Ruiz,Mujer,59,Bilbao,Bizkaia,41446,2023-02-07,True,Normal
351,Elena,Torres Fernández,Hombre,74,Zaragoza,Zaragoza,32521,2023-12-01,True,Normal
352,Lucía,Ruiz Álvarez,Mujer,24,Vigo,Pontevedra,06698,2022-07-18,False,Ocasional
353,Julia,López Jiménez,Mujer,39,Zaragoza,Zaragoza,02273,2022-11-23,True,Normal
354,Carmen,Vázquez López,Hombre,72,León,León,28543,2022-06-03,True,Frecuente
355,Carmen,Vázquez Martín,Hombre,50,León,León,32349,2023-07-06,False,Frecuente
356,María,Torres Navarro,Hombre,34,Santander,Cantabria,12241,2023-02-09,False,Normal
357,Paula,López Fernández,Mujer,41,Sevilla,Sevilla,51248,2023-04-07,True,Frecuente
358,Álvaro,López Pérez,Hombre,78,Pamplona,Navarra,10497,2022-05-12,False,Normal
359,Paula,Pérez Moreno,Mujer,78,Barcelona,Barcelona,42875,2024-03-01,False,Ocasional
360,Sofía,Muñoz Sánchez,Hombre,51,Gijón,Asturias,33703,2024-05-23,True,Normal
361,Elena,Romero Fernández,Hombre,45,A Coruña,A Coruña,45041,2022-03-25,False,Normal
362,Laura,Jiménez Navarro,Hombre,75,Málaga,Málaga,32954,2024-01-24,False,Normal
363,David,Martínez Sánchez,Mujer,60,Santander,Cantabria,09002,2023-09-20,False,Normal
364,Carmen,Álvarez Romero,Mujer,58,Madrid,Madrid,05247,2022-08-09,False,Normal
365,Alejandro,Sánchez Moreno,Hombre,56,Valencia,Valencia,42988,2023-07-07,True,Ocasional
366,Laura,Fernández Martínez,Hombre,39,León,León,22698,2022-04-22,True,Normal
367,Laura,Díaz Romero,Hombre,66,Murcia,Murcia,20738,2023-09-07,True,Ocasional
368,Sergio,Jiménez Díaz,Mujer,34,Burgos,Burgos,11703,2024-07-12,True,Ocasional
369,David,López Navarro,Hombre,51,Sevilla,Sevilla,49240,2023-04-20,True,Frecuente
370,Ana,Jiménez Pérez,Mujer,23,Bilbao,Bizkaia,50422,2024-04-15,False,Frecuente
371,Jorge,López Álvarez,Hombre,63,Zaragoza,Zaragoza,18570,2022-09-28,False,Frecuente
372,Claudia,Fernández Vázquez,Hombre,23,Murcia,Murcia,13392,2023-02-25,False,Frecuente
373,Andrea,Moreno Moreno,Hombre,51,Valencia,Valencia,45724,2023-12-08,False,Frecuente
374,Jorge,Ruiz Díaz,Hombre,18,Alicante,Alicante,33299,2022-02-09,False,Normal
375,Pablo,Jiménez Muñoz,Hombre,27,Zaragoza,Zaragoza,16641,2022-07-08,True,Frecuente
376,Paula,Romero Díaz,Hombre,38,Valladolid,Valladolid,14998,2024-09-20,True,Normal
377,Paula,Martín Navarro,Mujer,22,Salamanca,Salamanca,07305,2023-06-20,True,Ocasional
378,Sara,Sánchez Romero,Hombre,19,Burgos,Burgos,33726,2024-10-24,False,Frecuente
379,Paula,Díaz Romero,Mujer,39,Santander,Cantabria,19782,2022-10-17,True,Ocasional
380,David,Fernández Martínez,Hombre,65,Vigo,Pontevedra,13721,2023-03-09,False,Normal
381,Sergio,Romero Díaz,Hombre,74,Valladolid,Valladolid,40763,2023-04-16,True,Frecuente
382,Marta,Pérez Castro,Mujer,19,Sevilla,Sevilla,13427,2023-09-20,False,Normal
383,María,Martín Romero,Hombre,27,Sevilla,Sevilla,47550,2022-10-06,False,Normal
384,Rubén,Sánchez Martínez,Mujer,51,Valladolid,Valladolid,21566,2024-05-26,False,Ocasional
385,Carlos,Navarro Muñoz,Mujer,33,Sevilla,Sevilla,03230,2023-08-04,False,Normal
386,María,Vázquez Castro,Hombre,65,Bilbao,Bizkaia,07511,2024-05-12,False,Ocasional
387,Jorge,Pérez Fernández,Mujer,68,Santander,Cantabria,50280,2022-09-11,False,Normal
388,Miguel,Sánchez Álvarez,Mujer,78,Valencia,Valencia,43229,2022-06-30,False,Frecuente
389,María,Navarro Martínez,Hombre,56,Burgos,Burgos,27177,2023-11-12,False,Normal
390,Carlos,Muñoz Navarro,Mujer,39,Logroño,La Rioja,05765,2024-04-04,False,Ocasional
391,Rubén,Sánchez Ortega,Hombre,29,León,León,21354,2023-12-01,True,Ocasional
392,Lucía,Muñoz Álvarez,Hombre,41,Murcia,Murcia,24929,2023-07-20,True,Normal
393,David,Torres Romero,Hombre,64,Vigo,Pontevedra,29820,2023-11-11,True,Normal
394,Alejandro,Vázquez López,Hombre,57,A Coruña,A Coruña,47040,2023-01-26,True,Normal
395,Paula,Martín Martín,Mujer,55,León,León,30523,2022-07-31,True,Normal
396,Paula,Muñoz Navarro,Hombre,77,Murcia,Murcia,06552,2023-01-19,False,Ocasional
397,Sergio,Castro Ruiz,Hombre,76,Gijón,Asturias,01627,2022-12-08,False,Ocasional
398,Sara,López Martínez,Mujer,27,Valencia,Valencia,12989,2024-04-23,False,Normal
399,Sergio,Martín Vázquez,Hombre,52,Sevilla,Sevilla,14780,2024-11-27,True,Normal
400,Marta,Fernández Fernández,Hombre,68,Sevilla,Sevilla,07589,2023-02-24,True,Normal
401,Marta,Martín Torres,Mujer,80,Logroño,La Rioja,35812,2024-01-21,True,Frecuente
402,Carmen,Muñoz Muñoz,Mujer,66,León,León,29128,2022-11-02,True,Ocasional
403,Sara,Muñoz Martínez,Mujer,49,Murcia,Murcia,46939,2023-12-03,True,Normal
404,Sergio,García Díaz,Mujer,24,Barcelona,Barcelona,52493,2024-05-18,True,Ocasional
405,Paula,Pérez Gómez,Mujer,38,Murcia,Murcia,39652,2023-06-21,False,Normal
406,Andrea,Castro Moreno,Mujer,37,Salamanca,Salamanca,28790,2022-07-25,False,Ocasional
407,Daniel,Navarro Ruiz,Mujer,43,Bilbao,Bizkaia,41953,2023-05-11,True,Normal
408,Carlos,Martín Gómez,Hombre,80,Valladolid,Valladolid,01249,2024-12-06,True,Frecuente
409,Carlos,García Muñoz,Mujer,21,Barcelona,Barcelona,20309,2023-05-19,True,Ocasional
410,María,Navarro Gómez,Mujer,63,Murcia,Murcia,51126,2024-11-11,True,Frecuente
411,Daniel,Jiménez Torres,Mujer,69,Salamanca,Salamanca,26901,2022-08-01,False,Normal
412,Sara,Muñoz Ruiz,Hombre,39,León,León,24576,2022-11-06,True,Ocasional
413,Ana,Díaz Ruiz,Hombre,32,Alicante,Alicante,32508,2023-10-23,True,Ocasional
414,Marta,Muñoz Martínez,Mujer,73,Málaga,Málaga,10175,2024-01-23,True,Normal
415,Jorge,Ruiz Ortega,Mujer,57,Málaga,Málaga,26464,2022-09-29,True,Normal
416,María,Martínez Martínez,Mujer,38,Zaragoza,Zaragoza,17260,2024-07-26,False,Normal
417,Laura,Pérez Gómez,Hombre,32,Oviedo,Asturias,36440,2022-02-01,False,Normal
418,Rubén,Gómez García,Hombre,39,Valencia,Valencia,30546,2023-03-19,False,Normal
419,María,Sánchez Moreno,Mujer,69,Salamanca,Salamanca,41047,2022-06-11,True,Normal
420,Ana,Díaz Muñoz,Hombre,45,Madrid,Madrid,42430,2024-02-06,True,Normal
421,Álvaro,Muñoz Ruiz,Mujer,31,Bilbao,Bizkaia,02987,2022-09-11,True,Normal
422,Lucía,Castro Romero,Hombre,44,Murcia,Murcia,50242,2023-06-05,False,Normal
423,Andrea,Ruiz Muñoz,Hombre,78,Vigo,Pontevedra,26105,2024-09-03,True,Frecuente
424,Laura,Ruiz Jiménez,Mujer,58,Barcelona,Barcelona,13948,2022-01-10,True,Normal
425,Andrea,Díaz Jiménez,Mujer,57,Zaragoza,Zaragoza,14026,2023-12-27,False,Frecuente
426,María,Gómez Romero,Mujer,75,Valencia,Valencia,03773,2023-05-20,False,Normal
427,Álvaro,Vázquez Ruiz,Mujer,45,Salamanca,Salamanca,46927,2024-02-24,True,Normal
428,Marta,Martínez Ruiz,Hombre,43,León,León,10878,2023-03-12,True,Ocasional
429,Claudia,Fernández Martín,Hombre,66,Bilbao,Bizkaia,43946,2022-06-02,True,Normal
430,Carlos,Álvarez Navarro,Hombre,80,Burgos,Burgos,11377,2024-07-05,False,Frecuente
431,Ana,Muñoz Torres,Mujer,19,Pamplona,Navarra,08347,2024-05-18,True,Frecuente
432,Claudia,Moreno Sánchez,Hombre,42,Salamanca,Salamanca,34776,2024-01-23,False,Normal
433,Iván,Gómez Martínez,Mujer,73,Sevilla,Sevilla,04783,2023-07-17,True,Normal
434,Daniel,Fernández Vázquez,Hombre,79,Oviedo,Asturias,05298,2023-05-04,False,Frecuente
435,Iván,Muñoz Castro,Mujer,20,Pamplona,Navarra,05668,2024-06-13,False,Frecuente
436,Carlos,Álvarez Martínez,Mujer,25,Sevilla,Sevilla,21671,2022-04-14,True,Normal
437,Paula,Torres Gómez,Hombre,61,León,León,35820,2024-10-21,False,Frecuente
438,Laura,Jiménez Ruiz,Mujer,50,Sevilla,Sevilla,35484,2024-10-03,True,Ocasional
439,Carlos,Torres Vázquez,Mujer,59,Valencia,Valencia,34078,2023-02-11,False,Normal
440,Ana,Martín Castro,Hombre,69,Salamanca,Salamanca,48159,2022-06-16,False,Frecuente
441,Julia,Fernández Martínez,Mujer,52,Barcelona,Barcelona,21922,2023-05-24,True,Frecuente
442,Claudia,Muñoz Ruiz,Mujer,23,Zaragoza,Zaragoza,35028,2022-11-09,False,Ocasional
443,Lucía,López García,Mujer,56,Murcia,Murcia,46925,2024-02-02,False,Normal
444,Sergio,Navarro Vázquez,Hombre,69,Vigo,Pontevedra,21316,2023-11-12,True,Normal
445,Sergio,Pérez Sánchez,Hombre,40,Málaga,Málaga,12460,2023-04-22,True,Ocasional
446,Ana,Castro Romero,Mujer,42,Zaragoza,Zaragoza,17968,2022-03-14,False,Ocasional
447,Ana,Gómez Torres,Hombre,76,Oviedo,Asturias,31266,2023-08-05,False,Ocasional
448,Sofía,Ruiz López,Mujer,67,Sevilla,Sevilla,31209,2022-09-19,True,Normal
449,Laura,Jiménez Moreno,Mujer,60,León,León,25000,2022-09-02,True,Normal
450,Daniel,Fernández Fernández,Mujer,36,A Coruña,A Coruña,15011,2023-07-15,True,Frecuente
451,Sofía,Romero García,Mujer,22,Logroño,La Rioja,03866,2022-06-24,True,Normal
452,Andrea,Sánchez Torres,Mujer,68,Alicante,Alicante,48133,2022-04-19,True,Normal
453,Paula,Martínez Navarro,Hombre,28,Málaga,Málaga,06898,2022-07-02,False,Normal
454,Marta,Ortega Sánchez,Mujer,73,Santander,Cantabria,19395,2022-07-11,True,Ocasional
455,Marta,Martínez Romero,Hombre,29,León,León,40019,2022-03-06,False,Frecuente
456,Paula,Vázquez López,Hombre,27,Salamanca,Salamanca,38707,2024-08-20,True,Normal
457,Rubén,Martínez Gómez,Mujer,25,Salamanca,Salamanca,05006,2024-05-13,True,Frecuente
458,Carlos,Torres Díaz,Mujer,41,Gijón,Asturias,35393,2023-01-04,True,Normal
459,David,Moreno Ruiz,Hombre,77,Málaga,Málaga,11956,2024-04-30,True,Frecuente
460,Sofía,Torres Jiménez,Hombre,45,Málaga,Málaga,51042,2022-02-12,False,Frecuente
461,Julia,Ruiz Álvarez,Hombre,58,A Coruña,A Coruña,31663,2023-05-03,False,Frecuente
462,Claudia,García Muñoz,Mujer,53,Santander,Cantabria,07078,2022-03-19,False,Normal
463,Paula,Vázquez Fernández,Hombre,54,Valencia,Valencia,30631,2024-04-05,False,Normal
464,Pablo,Vázquez López,Mujer,38,Santander,Cantabria,31140,2023-11-05,False,Normal
465,Jorge,Álvarez Gómez,Mujer,25,Zaragoza,Zaragoza,42691,2023-12-02,True,Ocasional
466,María,Romero Vázquez,Mujer,72,Madrid,Madrid,04961,2024-01-29,False,Normal
467,Carlos,Moreno López,Hombre,26,Vigo,Pontevedra,30277,2023-12-29,False,Normal
468,Paula,Martínez Ruiz,Mujer,64,Zaragoza,Zaragoza,52656,2024-07-13,True,Ocasional
469,Sofía,López Gómez,Mujer,32,Salamanca,Salamanca,42574,2024-06-20,False,Normal
470,Julia,Ortega Jiménez,Mujer,65,Burgos,Burgos,32417,2024-06-07,True,Ocasional
471,Julia,Moreno Torres,Mujer,63,León,León,23484,2024-09-19,True,Frecuente
472,Ana,Gómez Díaz,Mujer,57,Salamanca,Salamanca,19103,2022-12-05,False,Ocasional
473,Javier,Díaz Gómez,Hombre,35,Alicante,Alicante,30345,2022-07-12,True,Frecuente
474,Ana,García Álvarez,Mujer,59,Burgos,Burgos,47326,2022-10-10,True,Ocasional
475,Laura,Pérez Castro,Mujer,77,Salamanca,Salamanca,40454,2023-01-25,False,Normal
476,Iván,Romero Martínez,Hombre,37,Vigo,Pontevedra,02587,2024-09-26,False,Ocasional
477,Laura,Romero Pérez,Mujer,23,Vigo,Pontevedra,43571,2023-06-09,True,Frecuente
478,Paula,Castro Ruiz,Hombre,29,Valencia,Valencia,51048,2023-10-21,False,Normal
479,Andrea,Díaz Gómez,Mujer,19,Oviedo,Asturias,22031,2023-12-17,True,Ocasional
480,Miguel,Fernández Muñoz,Hombre,24,Murcia,Murcia,27212,2024-06-09,True,Normal
481,Elena,Álvarez Álvarez,Hombre,33,Bilbao,Bizkaia,11350,2023-03-28,False,Normal
482,Álvaro,Fernández Martínez,Mujer,20,Gijón,Asturias,19816,2023-03-04,False,Normal
483,Sergio,Martínez Martín,Mujer,62,Logroño,La Rioja,21288,2024-11-11,True,Normal
484,David,Torres Sánchez,Mujer,20,Pamplona,Navarra,30432,2024-06-01,False,Normal
485,Paula,López García,Hombre,44,A Coruña,A Coruña,45222,2022-11-09,False,Normal
486,Elena,Muñoz Martínez,Hombre,67,Murcia,Murcia,49617,2024-04-19,True,Ocasional
487,Álvaro,Jiménez López,Hombre,60,León,León,07837,2023-06-03,True,Frecuente
488,Sofía,Gómez Jiménez,Mujer,57,León,León,35217,2023-01-10,True,Normal
489,Rubén,Romero Martín,Hombre,55,León,León,21884,2023-03-27,False,Ocasional
490,María,Díaz García,Hombre,50,Madrid,Madrid,06454,2024-10-11,False,Ocasional
491,David,Ortega Pérez,Mujer,45,Pamplona,Navarra,10424,2023-08-18,False,Normal
492,Laura,Fernández Jiménez,Hombre,18,Salamanca,Salamanca,37885,2023-05-15,False,Normal
493,Alejandro,Romero Gómez,Hombre,72,Santander,Cantabria,42637,2023-04-09,False,Normal
494,David,Álvarez Martínez,Mujer,25,Bilbao,Bizkaia,44618,2022-04-23,True,Frecuente
495,Ana,Ortega Muñoz,Hombre,54,Sevilla,Sevilla,19412,2024-11-01,True,Normal
496,Álvaro,Díaz Torres,Mujer,49,Murcia,Murcia,48111,2022-11-27,True,Normal
497,Rubén,López Fernández,Mujer,77,Vigo,Pontevedra,40613,2022-05-20,True,Normal
498,Jorge,Torres Sánchez,Mujer,65,Alicante,Alicante,21142,2024-06-20,False,Frecuente
499,María,Moreno Moreno,Mujer,60,Gijón,Asturias,38392,2023-06-01,False,Ocasional
500,Álvaro,Romero Martín,Mujer,54,Burgos,Burgos,09848,2023-07-23,True,Ocasional
